1.0e100, 1.0977833760917762e6, 0.556182861328125, 0.0
1.0e100, 1.0977833760917766e6, 0.6967735290527344, 0.0
1.0e100, 1.0977833760917769e6, 0.7849102020263672, 0.0
1.0e100, 1.1010030841755879e6, 1.357330322265625, 0.0
1.1217086931295998e6, 1.1010030841755879e6, 1.5134811401367188, 1.0
1.0e100, 1.1010030841755879e6, 1.95989990234375, 0.0
1.1217086931295996e6, 1.1010030841755879e6, 2.450040817260742, 0.0
1.1217086931295996e6, 1.101003084175594e6, 2.8349685668945312, 0.0
1.1217086931298852e6, 1.101003084175594e6, 8.979364395141602, 1.0
1.1217086931295996e6, 1.101003084175594e6, 8.994989395141602, 0.0
1.1209802861571815e6, 1.101003084175594e6, 20.239316940307617, 1.0
1.1130294690620801e6, 1.101003084175594e6, 20.24934959411621, 0.0
1.1206890984507522e6, 1.101003084175594e6, 28.669204711914062, 1.0
1.1130294690620801e6, 1.101003084175594e6, 28.669204711914062, 0.0
1.1183154501615367e6, 1.101003084175594e6, 57.50286674499512, 1.0
1.1130294690620801e6, 1.101003084175594e6, 57.50286674499512, 0.0
1.1178923282706274e6, 1.101003084175594e6, 60.001861572265625, 1.0
1.1130294690620801e6, 1.101003084175594e6, 60.001861572265625, 0.0
